length_miles,road_name
0.0491,SOUTH MERCEY SPRINGS ROAD
0.0394,ARROW WOOD DRIVE
0.051,SPARROW DRIVE
0.0328,HEIGHTS AVENUE
0.089,MERLOT COURT
0.0675,LINDA DRIVE
1.13,BRADBURY ROAD
0.0479,LINDEN AVENUE
0.0748,WINDSOR AVENUE
0.2389,CENTER STREET
0.0815,HEARST DRIVE
0.0349,ELM AVENUE
0.0955,GOLDEN GATE AVENUE
0.1042,BRIARWOOD DRIVE
0.0293,DEL WOOD COURT
0.0356,EAST OLIVE AVENUE
0.0504,REDWOOD AVENUE
0.2649,GRIFFITH AVENUE
0.09,BROADWAY AVENUE
1.0004,HIGHWAY 165
0.1873,I STREET
0.1294,ALMOND STREET
0.0482,MERCED AVENUE
0.5018,NORTH KIBBY ROAD
0.0862,REDFERN AVENUE
0.3094,HUFFMAN LANE
0.0246,STANFORD DRIVE
0.0653,SHAMROCK AVENUE
1.0038,MERCEDES AVENUE
1.0014,FRANKLIN ROAD
0.0496,WILLMOTT AVENUE
0.0619,WEST 1ST STREET
0.181,WARD ROAD
0.117,TERRI DRIVE
0.5068,THORNTON ROAD
0.0502,CINNAMON TEAL DRIVE
0.054,CARDOZA ROAD
0.705,WEST HIGHWAY 140
0.1282,WALLIS AVENUE
0.0248,GIRTH COURT
0.0235,CATHEDRAL CREEK COURT
0.0513,GETTYSBURG AVENUE
0.0818,FOURTH STREET
0.4858,ROSE AVENUE
0.0588,LAUREL AVENUE
0.0432,FIFTH STREET
0.1169,SAN LUIS STREET
0.0548,CASTELLANA STREET
0.0908,WEST 24TH STREET
0.0481,SILVER MEADOWS DRIVE
0.2225,TUPELO DRIVE
0.1317,CARRIAGE LANE
0.0932,WEST 25TH STREET
0.0905,WEST 10TH STREET
0.1491,THUNDERBIRD AVENUE
0.1458,PHELPS DRIVE
0.0631,DRAKE AVENUE
0.0471,MERCED AVENUE
1.0315,ORCHARD ROAD
0.0086,IVY AVENUE
0.0517,HASTINGS DRIVE
0.0655,SOUTH SIXTH STREET
0.1269,ADAMS AVENUE
0.1824,OLIVEWOOD DRIVE
0.151,BEACHWOOD DRIVE
0.0828,HINTON AVENUE
0.0533,STANISLAUS DRIVE
0.2193,G STREET
0.6432,NORTH HIGHWAY 99
0.6514,SCHMIDT ROAD
0.1251,I-5 OFF RAMP
0.1306,NORTH MOUNTAINSIDE DRIVE
0.924,KNIEBES ROAD
0.0488,WILLMOTT AVENUE
0.0483,RAMBLER LANE
0.0501,ARGUELLO DRIVE
0.275,RIVER VIEW DRIVE
0.0733,PLACE ROAD
0.1154,NORTON AVENUE
0.5058,HEALY ROAD
0.0971,QUEEN ELIZABETH DRIVE
0.0489,SANTA BARBARA STREET
0.091,WEST 8TH STREET
0.091,WEST 9TH STREET
0.1003,BUSINESS PARK WAY
0.0495,WINFIELD DRIVE
0.0258,RADCLIFFE AVENUE
0.0997,NORTH ROCK CREEK DRIVE
0.0621,WHIPPLEWOOD DRIVE
0.0633,EAST GERARD AVENUE
0.6442,ROXBURY ROAD
2.0095,LEE ROAD
0.063,EAGLE CREST COURT
0.0511,CITATION STREET
0.1488,JEFFERSON AVENUE
0.2445,LOPES AVENUE
0.0878,RANCHITOS DEL SOL DRIVE
0.0501,ARGOSY DRIVE
0.0504,COLGATE COURT
0.0783,TRANQUILITY COURT
0.0929,MULBERRY AVENUE
1.0095,VINCENT ROAD
0.046,EAST 18TH STREET
0.9429,LE GRAND ROAD
0.146,WEST SANDY MUSH ROAD
1.0793,SOUTH ARBOLEDA DRIVE
0.5976,OAK STREET
0.0924,APRICOT COURT
0.0464,BARBADOS COURT
0.0437,BOWLING AVENUE
0.1389,DRIFTWOOD AVENUE
0.0506,CONESTOGA DRIVE
0.0378,VINE AVENUE
0.0529,SUMMERFIELD DRIVE
0.0644,BROOKDALE DRIVE
0.0543,PINOT DRIVE
0.24,AQUA VISTA STREET
0.0991,LILAC LANE
0.0781,PARK VIEW DRIVE
0.0441,VIA BORRELLI
0.0494,KIMBERLY WAY
0.0911,INGOMAR ROAD
0.0057,SOUTH ORTIGALITA ROAD
0.049,WESTFALL AVENUE
0.0866,EL CAPITAN WAY
0.0553,CAMBRIA PLACE
0.0772,CAMEO WAY
0.0047,V STREET
0.0299,MUMBY AVENUE
0.0307,GIPSON STREET
0.0597,CEDAR AVENUE
0.0833,SAN CARLOS COURT
0.0789,NORTH HIGHWAY 99
0.355,INGOMAR GRADE
0.0573,BUENA VISTA DRIVE
0.0736,TOPAZ CIRCLE
0.1264,LOBO AVENUE
0.0962,SHARON LANE
0.0285,RUSSELL AVENUE
0.0878,FAIRMONT DRIVE
0.0903,J STREET
0.3154,OLIVE AVENUE
0.0107,COMMERCE AVENUE
0.0568,FIFTH STREET
0.035,MANZANITA DRIVE
0.0034,WEST HIGHWAY 140
0.0725,MERCED STREET
0.0897,WEST 13TH STREET
0.0563,EUCALYPTUS STREET
1.071,NANTES AVENUE
0.0506,EAST ALEXANDER AVENUE
0.1123,WASHINGTON AVENUE
0.0485,NORTH FIRST STREET
0.5562,LOS CERRITOS ROAD
0.1073,COLLINS DRIVE
2.5458,MONTE VISTA AVENUE
0.0572,ZINFANDEL STREET
1.0051,WEST HIGHWAY 140
0.1113,OVERLAND AVENUE
0.0914,WEST 16TH STREET
0.1179,SULLIVAN ROAD
0.0186,HIGHWAY 99
0.0223,LIBERTY COURT
0.082,SAVIGNON BLANC COURT
0.0757,O STREET
0.7083,PINEWOOD STREET
0.0364,CHERRY LANE
0.051,EL REDONDO DRIVE
0.055,CHESTNUT DRIVE
0.0449,COLLEGE GREENS DRIVE
0.1127,REDWOOD AVENUE
0.0467,LOUGHBOROUGH DRIVE
0.0762,M STREET
1.7094,WOLFSEN ROAD
0.0729,ASHBY ROAD
0.0763,JEFFERSON STREET
0.0418,IRONSTONE DRIVE
0.1049,DARREN LANE
0.0417,GAZELLE COURT
0.0482,SONOMA COURT
0.0759,WINTON WAY
0.0054,OLIVER STREET
0.0815,NORTH MERCURY STREET
0.8653,PRESTON ROAD
0.1008,REX AVENUE
0.041,RILLITO COURT
1.4939,SOUTH HIGHWAY 33
0.0617,SHASTA DRIVE
0.0323,MONT CLIFF WAY
0.0288,BELMONT DRIVE
0.1241,BERKELEY DRIVE
1.8679,PERIMETER DRIVE
0.0383,CAPELLA DRIVE
0.0731,RAINS COURT
0.3498,HAILEY ROAD
0.0947,ZINFANDEL DRIVE
0.0386,LA VINA CIRCLE
0.0882,RANCHERS ROAD
0.0503,ASHMOUNT LANE
0.0674,JOE SILVA AVENUE
0.0681,D STREET
0.3349,ALKALI LANE
0.1122,PEBBLE BEACH DRIVE
0.0657,LANDER AVENUE
0.7768,SANTA FE DRIVE
0.0305,GURR ROAD
0.3816,ATWATER BOULEVARD
0.3308,VINCENT ROAD
0.1247,LAS PALMAS STREET
0.062,R STREET
0.0415,EAGLE PEAK COURT
0.0447,CURTIS COURT
0.0859,WOODLAND COURT
0.0479,MANDARIN AVENUE
0.1916,CAMPUS DRIVE
0.0729,BLOSSOM STREET
1.0059,FENTEM ROAD
0.5131,FOURTH AVENUE
0.0735,BERRYESA AVENUE
0.0502,PARK WARREN DRIVE
0.0602,EAST HIGHWAY 140
0.0434,JUNIPER AVENUE
0.0749,4TH STREET
0.0525,GIANNINI ROAD
0.0782,E STREET
0.1057,WREN DRIVE
0.0164,EAST YOSEMITE PARKWAY
0.0492,GOLDEN LEAF DRIVE
0.072,DOGWOOD COURT
0.6135,HIGHWAY 99
0.0455,CHERRYWOOD WAY
0.0104,BELLEVUE ROAD
0.225,TECHNOLOGY DRIVE
1.5526,HUTCHINS ROAD
0.0337,DE LA VINA COURT
0.0041,EAST 16TH STREET
0.0337,VALLE GRANDE DRIVE
0.1821,NORTH HIGHWAY 59
0.3381,FIRST AVENUE
0.0548,ZARATE COURT
1.2602,I-5
0.0912,H STREET
0.0545,GARDEN DRIVE
0.037,LEAH WAY
0.0977,GADDY STREET
0.1514,SANTIAGO AVENUE
0.0282,BLOSS AVENUE
0.0757,M STREET
0.0331,LINCOLN AVENUE
0.1508,CAMDEN DRIVE
0.0677,B STREET
0.1097,SANTA BARBARA STREET
0.1273,UNION AVENUE
0.0526,EL REDONDO DRIVE
0.9967,CARLUCCI ROAD
0.5124,GURR ROAD
0.2053,THIRD STREET
0.1029,MCINTYRE STREET
0.1601,SHANKS ROAD
0.0923,PRIVATE ROAD
0.0757,6TH AVENUE
0.0603,THIRD STREET
0.0272,MCPHERSON AVENUE
0.5152,CAMPUS PARKWAY
0.1295,DAN WARD ROAD
0.0325,B & B COURT
0.0898,REGENCY DRIVE
0.2487,BECK ROAD
0.0465,PENNSYLVANIA AVENUE
0.2102,CALGARY LANE
0.0492,WHEELER LANE
0.0767,SAPPHIRE COURT
0.0364,SUNFLOWER COURT
0.0908,WEST 11TH STREET
0.1537,CHUKAR STREET
0.0343,FINCH COURT
0.0891,LINDEN AVENUE
0.1367,IOWA AVENUE
0.0364,MITCHELL AVENUE
0.023,EARLY LIGHT AVENUE
0.5209,LINWOOD ROAD
0.0282,AUCTION DRIVE
0.0755,ROSE AVENUE
0.0587,ALMADOR TERRACE
0.0836,VINEYARD DRIVE
0.0684,LATHAM DRIVE
0.3662,HIGHWAY 99
3.4881,POLE LINE ROAD
0.109,W AVE GERARD AVENUE EAST
0.0503,PARK SHARON DRIVE
0.0504,SEQUOIA WAY
0.0617,SOUTH AVENUE
0.1123,QUINLEY AVENUE
0.0749,THOMAS STREET
0.1067,WEST QUEENS CIRCLE
0.2556,LEXINGTON AVENUE
0.1512,MERCED STREET
0.0513,M CIRCLE
0.0139,EAST YOSEMITE PARKWAY
0.0456,SHARON COURT
0.0411,CORTEZ AVENUE
0.4656,COMMUNITY COLLEGE NORTH DRIVE
0.0459,HILLSIDE DRIVE
0.0787,EAST 22ND STREET
0.064,EAGLE COURT
0.1123,PARK AVENUE
0.5008,ARBOR WAY
0.0154,GURR ROAD
0.0493,SAN RAMON LANE
0.032,OAKLEY AVENUE
0.6605,A. LOBUE ROAD
0.2558,MERCED AVENUE
0.1246,HERMAN STREET
0.0519,SUMMERFIELD DRIVE
0.049,HAMMATT AVENUE
1.6378,MORAGA AVENUE
0.0962,EAST ALEXANDER AVENUE
0.0911,WEST 4TH STREET
0.021,UNNAMED
0.0793,SUN STREAM COURT
0.5171,ORTIGALITA ROAD
0.0435,VALLEY STREET
0.1488,D STREET
0.1492,FLOWER STREET
0.1141,TENAYA DRIVE
0.1248,WEST AVENUE
0.0524,BIANCHI LANE
0.1636,KADOTA AVENUE
0.0504,AUGUSTA LANE
0.0482,COLUMBIA AVENUE
0.0747,O STREET
0.0819,GALIANO DRIVE
0.1694,FRANKLIN ROAD
0.0542,WIND ROSE LANE
0.0571,SAN ANDREAS COURT
0.7407,VINEWOOD AVENUE
0.1142,CANYON DRIVE
0.5036,NORTH HIGHWAY 59
0.3459,EAST SANTA FE AVENUE
1.2744,I-5
0.0392,CHERRYWOOD WAY
0.4976,TURNER AVENUE
0.0056,NORTH GIANNINI ROAD
0.1022,HIGHWAY 99 OFF RAMP
0.0717,PALM AVENUE
0.0508,ALMADOR TERRACE
0.1449,LINDEN AVENUE
0.0438,MERGANSER DRIVE
0.0216,CAMPBELL STREET
0.0258,KENNEDY STREET
0.0489,AUSTIN AVENUE
0.2554,MILLER ROAD
0.4982,ROBIN AVENUE
0.0627,LEONARD AVENUE
0.0459,SUTTER STREET
0.0531,MORRO BAY LANE
0.036,CASA SONADA COURT
0.4318,MACREADY DRIVE
0.5008,CAMPUS PARKWAY
0.0645,FIR AVENUE
0.029,PARADISE AVENUE
0.5425,SOUTH HIGHWAY 59
0.1333,WEST CARDELLA ROAD
0.0756,P STREET
0.1266,EAST JUNIPER AVENUE
0.0517,RAILROAD AVENUE
0.0701,AMERICAN AVENUE
2.9826,MCNAMARA ROAD
0.2527,TRINDADE ROAD
0.0757,ADAMS STREET
0.053,VERNAL AVENUE
0.09,SANTA FE DRIVE
0.1023,SOUTH HIGHWAY 99
0.0857,LANDER AVENUE
0.0489,BUENA VISTA DRIVE
0.043,TREVOR COURT
0.1739,I-5
0.1346,FORIST LANE
0.0568,EAST MISSION AVENUE
0.3128,LANDRAM AVENUE
0.0355,CARMEN WAY
0.0965,OLIVE AVENUE
0.0472,BURGUNDY DRIVE
0.0817,BLASINGAME TERRACE
0.0734,W STREET
0.0759,I STREET
0.0501,BARRIERA DRIVE
0.0489,WYCLIFFE DRIVE
0.0477,CARLEN AVENUE
0.1163,EAST 16TH ST OFF RAMP
0.4345,BLOSS AVENUE
0.1175,F STREET
0.0928,DERBY COURT
0.0569,BROOKDALE DRIVE
0.1068,NORTH HIGHWAY 59
0.0778,NINTH STREET
0.1332,RAILROAD AVENUE
0.0868,COTTAGE STREET
0.0513,CHERT COURT
0.4828,CUSTER AVENUE
0.1498,G STREET
0.1268,CYPRESS AVENUE
1.8355,EAST SANTA FE AVENUE
0.0904,MCDOWELL STREET
0.4951,NORTH KIBBY ROAD
0.0292,GERTRUDE AVENUE
0.0879,MALKIN COURT
0.1091,LE GRAND ROAD
0.9967,MERCED AVENUE
0.0618,STEFANI AVENUE
0.0481,CAROL AVENUE
0.0058,GOLDEN OAK LANE
0.0754,ROSE AVENUE
0.0243,ELGIN AVENUE
0.4472,GROGAN AVENUE
0.0538,COLUMBIA AVENUE
0.4905,MCKEE STREET
0.0667,ARROYO COURT
0.0491,QUAIL AVENUE
0.0383,SUNRISE DRIVE
0.0755,EIGHTH STREET
0.1751,GRANITE CREEK DRIVE
0.0756,DAWN AVENUE
0.0653,ALMOND STREET
0.0197,JOEYS AVENUE
0.5325,G STREET
0.0616,OAK STREET
0.0526,EAST SANTA FE AVENUE
0.0841,HUTCHINS ROAD
0.2536,TYLER ROAD
0.1801,FRANKLIN ROAD
0.0483,ELGIN AVENUE
0.6822,COTTON ROAD
0.4994,LINDEN AVENUE
0.0473,LOBO AVENUE
0.2502,MERCEDES AVENUE
0.2292,WINTON PARKWAY
0.0909,WEST 7TH STREET
0.058,CAMPBELL BOULEVARD
0.0379,FELSITE STREET
0.0501,HARNISCH DRIVE
0.0485,PAAGA AVENUE
0.0762,ST IVES AVENUE
0.0513,WEST J STREET
1.1253,SANTA FE DRIVE
0.0513,CHENIN BLANC STREET
0.0647,SILVA DRIVE
0.1104,NORTH BUHACH ROAD
0.0107,EL CAPITAN COURT
0.0411,MARY LANE
0.0556,MERCED AVENUE
0.5203,FEATHER WAY
0.0154,YOSEMITE PARKWAY
0.2663,B STREET
0.0608,2ND STREET
0.0098,EMIGRANT PASS
0.0563,DEVONWOOD DRIVE
0.3536,HENRY MILLER AVENUE
0.1405,ROCKPORT DRIVE
0.0396,CAROL DRIVE
4.14,MERCED FALLS ROAD
0.2494,BUHACH ROAD
0.3191,HIGHWAY 99 OFF RAMP
0.0926,WEST 22ND STREET
0.0607,CEDAR AVENUE
0.1765,NORTH SANTA ANA STREET
0.0506,NORTH HIGHWAY 99
0.0898,M STREET
0.0343,STEPHENS STREET
0.0508,VINE CLIFF WAY
0.0277,STUART DRIVE
0.7605,BURCHELL AVENUE
0.0547,SIXTH STREET
0.091,M STREET
0.0833,BRYANT COURT
0.0681,POLCETTO COURT
0.3548,I-5
0.0576,WEST HIGHWAY 152
0.0282,ONYX COURT
0.0852,ARIZONA DRIVE
0.1033,LINDSEY DRIVE
0.0617,APPALOOSA WAY
1.8274,THOMAS ROAD
0.0422,TUSKY AVENUE
0.1473,GERARD AVENUE
0.0873,HOSKINS AVENUE
0.0955,BELLAGIO DRIVE
0.0777,NATSU ROAD
0.0605,SECOND STREET
1.0015,WHITWORTH ROAD
0.1025,WEST AVENUE
0.0425,EL REDONDO DRIVE
0.0942,G STREET
0.0474,VIRGINIA STREET
0.0975,CHRISTIAN STREET
0.0757,N STREET
0.1196,LOBO AVENUE
0.4654,TOEWS AVENUE
0.0311,JENSEN ROAD
0.0972,PEACH AVENUE
0.1062,REDWING COURT
0.0254,SKYVIEW COURT
0.1441,R STREET
0.0675,B STREET
0.0248,CHRISTIAN STREET
0.4946,EUCALYPTUS ROAD
1.5016,VOORHEES ROAD
0.0608,HIGHWAY 99
0.0464,TRENTON COURT
0.086,BRADFORD COURT
0.9219,SHARON ROAD
0.0295,WHITE DOVE AVENUE
0.0223,CRAWFORD STREET
0.1263,VASCHE COURT
0.0911,G STREET
0.0739,VALENCIA COURT
0.0932,WHITE RIM COURT
0.0601,LECCO WAY
0.0814,APRICOT COURT
0.0513,EAST WILLMOTT AVENUE
0.0262,VENICE AVENUE
0.0424,PIZARRO WAY
0.1344,EAST YOSEMITE PKWY ON RAMP
0.0132,EAST CHILDS AVENUE
0.0485,SCRIPPS DRIVE
0.0815,BLUE DEVIL LANE
0.0483,CARMEN WAY
0.0497,BRIDALVEIL COURT
0.0408,IRON OAK COURT
0.0457,PIRA DRIVE
0.0368,ORTIGALITA ROAD
0.0522,NORTHWOOD DRIVE
1.0089,PRINCETON ROAD
0.0572,SUNSET DRIVE
0.2117,BERKSHIRE AVENUE
0.0477,STEAMBOAT DRIVE
0.0451,TERN COURT
0.5001,SOUTH HIGHWAY 59
0.0702,MUMBY AVENUE
1.0112,THOMAS ROAD
0.0329,SHINING STAR AVENUE
0.0618,ROBERT COURT
0.0801,EVERTON STREET
0.0328,ST LAWRENCE DRIVE
0.0327,GOLDEN OAK LANE
0.122,SANTA CRUZ DRIVE
0.0669,ALY STREET
0.0529,MONUMENT COURT
0.1053,POPPY HILLS COURT
0.0521,GRAMBLING COURT
0.0559,WALNUT AVENUE
0.2076,FIRST STREET
0.2137,BRANTLEY STREET
0.0838,BOULDER DRIVE
0.0763,ST PHILLIP DRIVE
0.1801,CORTEZ AVENUE
0.0889,CONSTANTINE COURT
0.4377,KAHLON ROAD
0.0681,WEST AVENUE
0.1192,SHADY COVE AVENUE
0.0276,HENRY MILLER AVENUE
0.0043,EAST DUNN ROAD
0.0547,WINTON WAY
0.0629,TENAYA DRIVE
0.0879,ANGEL DRIVE
0.0762,G STREET
0.0353,CARLUCCI ROAD
0.0628,EMMA STREET
0.0803,WEST K STREET
0.7102,DRY CREEK ROAD
0.0696,FAIRMONT DRIVE
0.5007,WEST HIGHWAY 152
0.1847,EAST YOSEMITE AVENUE
0.0964,BUENA VISTA DRIVE
0.4854,BAKER DRIVE
0.0924,CREEKVIEW DRIVE
0.1883,GOLDEN GATE AVENUE
0.0515,SIERRA MADRE DRIVE
1.8047,EL SERENO ROAD
0.1061,JACK COURT
0.0601,WEST DONNA DRIVE
0.1052,FREMONT STREET
0.0629,DOLOMITE DRIVE
0.4769,ZEPPELIN DRIVE
0.0438,BURGUNDY DRIVE
0.0449,LINDYWOOD LANE
0.0845,SEVENTH STREET
0.008,COMMUNITY COLLEGE SOUTH DRIVE
0.0888,WEST 18TH STREET
0.0855,NORTH HIGHWAY 59
0.025,SUTTER STREET
0.9977,CRESSEY WAY
0.0676,MARTIN LUTHER KING JR WAY
0.0493,EAST 16TH STREET
0.2983,MCCULLAGH ROAD
0.5055,SCHMIDT ROAD
0.0222,NEBELA DRIVE
0.0345,MISSION AVENUE
0.3325,16TH STREET
0.2553,BRANAM ROAD
0.4953,ROGERS ROAD
0.023,PARADISE COURT
0.0061,WEST OVERLAND AVENUE
0.0569,LUIS AVENUE
0.0909,WEST 18TH STREET
0.1286,GRANADA CIRCLE
0.1699,CAL BEARS COURT
0.0098,STONECREEK BOULEVARD
1.4962,DELTA ROAD
0.1635,LOUGHBOROUGH DRIVE
0.1425,TAMMY DRIVE
0.7885,MAGNOLIA AVENUE
0.3322,PACIFIC AVENUE
0.0277,DEL RIO COURT
0.2579,WEST CARDELLA ROAD
1.0544,MCCABE ROAD
0.126,MONTE VISTA AVENUE
0.1204,SECOND STREET
0.4952,SHAIN AVENUE
0.0058,SHAIN AVENUE
0.4967,MILLS ROAD
0.0808,PEACOCK WAY
0.062,SUGAR PINE COURT
0.2266,INDIANA AVENUE
0.0476,CAMPBELL STREET
0.223,EL PORTAL DRIVE
0.0905,M STREET
0.1566,SWEETWATER AVENUE
0.4775,HIGHWAY 99
0.5001,CRESSEY WAY
0.5022,IPSEN ROAD
0.0882,EAST EL VERANO STREET
0.0244,WALNUT AVENUE
0.0909,I STREET
0.035,BALE MILL ROAD
0.0583,GUINEVERE COURT
0.2406,WHITE CRANE ROAD
0.086,MURDOCK STREET
0.0305,WOODLAND LANE
1.0109,ATWATER JORDAN ROAD
0.05,ALMADOR TERRACE
0.0504,BARRIERA DRIVE
0.5085,CHINA CAMP ROAD
0.0445,BRIMMER ROAD
1.0058,CHINA CAMP ROAD
0.0758,MARTIN LUTHER KING JR WAY
0.0907,NORTH HIGHWAY 99
0.1767,THISTLE LANE
0.0491,SHOEMAKER AVENUE
0.0884,SAN MIGUEL AVENUE
0.051,PINOT DRIVE
0.0855,DELTA PLACE
0.0523,BEECHWOOD DRIVE
0.01,HIGHWAY 165
0.0559,PARSONS AVENUE
0.0496,MONTANA AVENUE
0.0731,BALTIC WAY
0.2504,PARSONS AVENUE
0.1678,HUDSON AVENUE
0.2416,BELCHER AVENUE
0.1689,FRUITLAND AVENUE
0.1914,SOUTH AVENUE
0.2267,SHEFFIELD STREET
0.0671,HIGHWAY 99
1.2514,NETHERTON ROAD
0.0542,G STREET
0.9938,OLIVE AVENUE
0.0255,SAN FRANCISCO STREET
0.0462,LOPES AVENUE
0.0517,ALVISO DRIVE
0.0983,BALLICO AVENUE
0.4965,SHAFFER ROAD
0.3646,EAST SANTA FE AVENUE
0.1529,MAYNARD STREET
0.2225,EAST GERARD AVENUE
0.0471,VALDES WAY
0.0736,GATEWAY CIRCLE
0.077,T STREET
0.1203,STONEWOOD DRIVE
0.0959,PARKER DRIVE
0.0623,SOUTH SIXTH STREET
0.1255,DRAKELEY AVENUE
0.0511,ST TROPEZ AVENUE
0.0626,NINTH STREET
0.1808,COLORADO AVENUE
0.0746,CABOT AVENUE
0.0417,DORA STREET
0.1532,KAREN AVENUE
0.0828,ACACIA COURT
0.0758,K STREET
0.5022,ORCHARD WAY
0.0527,PARSONS AVENUE
0.7707,INDIANA AVENUE
0.0748,EAST 23RD STREET
0.0503,CASTLE STREET
0.0758,S STREET
0.0489,YOSEMITE PARKWAY
0.7607,HIGHWAY 99
0.0458,TULANE DRIVE
0.1479,VOLTA ROAD
0.0825,SIERRA VISTA STREET
0.0425,PLATA DRIVE
3.7244,LINDBLOOM ROAD
0.1619,PADRE COURT
0.0905,WEST 15TH STREET
0.642,HARVEY ROAD
3.1341,I-5
0.2222,M STREET
0.1169,FIR AVENUE
0.0264,JUPITER CIRCLE
0.0496,LINDSEY LANE
1.0197,SHAW AVENUE
0.0455,VIERRA DRIVE
0.1004,CALI AVENUE
0.0287,DELTA ROAD
0.1301,EAST BELLEVUE ROAD
0.0864,STORY AVENUE
0.1139,SONOMA STREET
0.073,GREEN STREET
0.4878,PIONEER ROAD
0.0349,SAN AUGUSTINE DRIVE
0.2979,SOUTH HIGHWAY 33
0.5013,CARMELLIA AVENUE
0.0758,P STREET
0.0408,SUSSEX DRIVE
0.0747,SEVENTH STREET
0.0515,MORSE DRIVE
1.5751,BILLY WRIGHT ROAD
0.0873,PALO ALTO STREET
0.059,CROWELL STREET
0.1314,PALORA AVENUE
0.0239,FORECAST DRIVE
0.0483,NORTH SANTA CLARA STREET
0.069,LATOUR WAY
0.161,WHITE CRANE ROAD
0.1463,AGGIES COURT
0.2137,CHANDON DRIVE
0.0408,MARY LANE
0.0433,GREEN SANDS AVENUE
0.0961,ALLEGRA DRIVE
0.1011,SAN AUGUSTINE DRIVE
0.0479,CHEYENNE DRIVE
1.9521,PIEDRA AZUL ROAD
0.093,STERLING STREET
0.0489,ALMOND GLEN AVENUE
0.0327,MONA COURT
0.1299,PATRICIA LANE
0.7777,WEST HIGHWAY 152
0.5097,WALNUT AVENUE
0.0449,COUGHLIN COURT
0.1237,CALEB DRIVE
0.0906,WEST 12TH STREET
0.7416,LUPIN AVENUE
0.0677,STRATOFORTRESS DRIVE
0.0057,WEST DICKENSON FERRY ROAD
0.1398,SHOREEN STREET
0.0047,LARKSPUR AVENUE
1.0067,LOMA AVENUE
0.0208,TYLER AVENUE
0.0488,GRANDVIEW DRIVE
0.0359,SANTA RITA STREET
0.5082,SOUTH HIGHWAY 59
0.1195,SOLIS STREET
0.0254,STONEWOOD DRIVE
0.0293,CENTER AVENUE
0.0479,LOUGHBOROUGH DRIVE
0.9448,HILLDALE AVENUE
0.0572,M STREET
0.05,CONNER AVENUE
0.0526,WOODSIDE LANE
0.1156,DUMP YARD ROAD
0.9997,MARGUERITE ROAD
0.1034,NORTH FIRST STREET
1.5011,MITCHELL ROAD
0.2096,WEST 16TH STREET
0.0922,2ND STREET
0.1137,PLACE ROAD
0.0505,LOUGHBOROUGH DRIVE
0.1074,PAGE AVENUE
0.0489,AVILES DRIVE
0.076,T STREET
0.0508,JENSEN ROAD
0.0422,HARRIS AVENUE
0.1429,COTTAGE STREET
0.0487,BARDOLINO DRIVE
0.0549,SEVENTH STREET
0.1489,MERCED AVENUE
0.0723,MAHOGANY WAY
0.2506,VINCENT ROAD
0.0922,PRIVATE ROAD
0.0513,GILMORE DRIVE
0.0479,GLEN ABBEY STREET
0.4972,GRIFFITH AVENUE
0.1436,OLIVE AVENUE
0.0435,MONTE VISTA AVENUE
0.1434,CRESCENT DRIVE
0.2471,NORTH ROBIN AVENUE
1.9974,JOHN SAUNDERS AVENUE
0.1163,WEST YOSEMITE AVENUE
0.0468,PEACH AVENUE
0.0826,SAN BRUNO COURT
0.0318,MT VERNON COURT
0.2894,NORTH HIGHWAY 99
0.0548,LA SALLE WAY
0.0611,CROWELL STREET
0.0509,AMABILE DRIVE
0.0512,CRESCENT DRIVE
0.2475,NEVES DRIVE
0.0516,PARDEE SERA AVENUE
0.5095,YOUNGSTOWN ROAD
0.0525,SAN JOSE AVENUE
0.0238,CORDOVA AVENUE
1.4942,SOUTH GURR ROAD
0.0468,HARMONY RANCH DRIVE
0.063,STEFANI AVENUE
0.0472,MANDARIN AVENUE
0.3086,I-5 ON RAMP
0.0488,WOODBRIDGE STREET
0.095,M STREET
0.5027,FAITH HOME ROAD
0.0355,NORTH HIGHWAY 59
0.0526,6TH STREET
0.0541,OBSIDIAN COURT
0.0474,CAMROSE STREET
0.0195,SHANNON COURT
0.1969,MORAN AVENUE
0.0281,COWDEN AVENUE
0.2009,F STREET
0.0639,MITCHELL AVENUE
0.1109,ESPLANADE DRIVE
0.0484,CHAPMAN DRIVE
0.0279,ALBERTA STREET
0.2477,H STREET
0.188,PERIMETER AVENUE
0.5106,KEATON ROAD
0.0542,EAST YOSEMITE PARKWAY
0.0513,SOUTH N STREET
0.0708,CABRILLO STREET
0.0901,EMIGRANT PASS
0.0659,ESPLANADE DRIVE
0.0253,CAMELLIA DRIVE
0.0679,SNEAD COURT
0.0254,COLONY PARK DRIVE
0.0487,SOUTH ELEVENTH STREET
0.0574,PEAR AVENUE
0.0947,MONTEREY COURT
0.0867,COUNTY PARK
0.1153,CENTER AVENUE
0.3518,HARVEY PETTIT ROAD
0.0578,STEFANI AVENUE
0.1174,SAN LUIS STREET
0.113,SQUIRE AVENUE
0.0619,LIVE OAK STREET
0.4735,CENTRAL AVENUE
0.2465,WEST HIGHWAY 140
0.9199,PALM AVENUE
0.0319,FREEMARK AVENUE
0.1366,IVY AVENUE
0.0892,DAKOTA STREET
0.0411,HERON DRIVE
0.0477,THOMAS STREET
0.0368,ALAMEDA COURT
0.0251,BRIARWOOD DRIVE
0.0731,CONCORD SQUARE
0.0445,IRIS COURT
0.0397,GREGORY COURT
0.0701,VALERIA STREET
0.0985,MANDARIN AVENUE
0.0504,LAKE VIEW DRIVE
